Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-zmvq,counterbalance-5cg9,branch-65sy,Manipulation: Randomise questionnaire elements?,Question Key,Response
17,1770921428944,12/02/2026 18:37:08,1770921428570,-8,12/02/2026 10:37:08,249979,6,questionnaire-qemh,,52675755,BLINDED,15132476,,complete,,698e0d0d043be69f07b77816,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1920x1080,1905x945,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-white,Gypsy or Irish Traveller or Traveller or Roma
18,1770921428944,12/02/2026 18:37:08,1770921428570,-8,12/02/2026 10:37:08,249979,6,questionnaire-qemh,,52675755,BLINDED,15132476,,complete,,698e0d0d043be69f07b77816,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1920x1080,1905x945,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-white-quantised,2
19,1770921428944,12/02/2026 18:37:08,1770921428571,-8,12/02/2026 10:37:08,249979,6,questionnaire-qemh,,52675755,BLINDED,15132476,,complete,,698e0d0d043be69f07b77816,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1920x1080,1905x945,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-white-text,
20,1770921428944,12/02/2026 18:37:08,1770921428571,-8,12/02/2026 10:37:08,249979,6,questionnaire-qemh,,52675755,BLINDED,15132476,,complete,,698e0d0d043be69f07b77816,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1920x1080,1905x945,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-another-text,
21,1770921428944,12/02/2026 18:37:08,1770921428572,-8,12/02/2026 10:37:08,249979,6,questionnaire-qemh,,52675755,BLINDED,15132476,,complete,,698e0d0d043be69f07b77816,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1920x1080,1905x945,,,,Generic Demographics,3,F_YES,1,consentProvided,No,END QUESTIONNAIRE,28134
1,1770918973836,12/02/2026 17:56:13,1770918973696,-5,12/02/2026 12:56:13,249979,6,questionnaire-qemh,,52673993,BLINDED,15132481,,complete,,698e0f46fbe01086af049ad5,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x864,1528x732,,,,Generic Demographics,3,J_YES,2,consentProvided,No,BEGIN QUESTIONNAIRE,
2,1770919002089,12/02/2026 17:56:42,1770919001984,-5,12/02/2026 12:56:41,249979,6,questionnaire-qemh,,52673993,BLINDED,15132481,,complete,,698e0f46fbe01086af049ad5,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x864,1513x732,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Gender,Man
3,1770919002317,12/02/2026 17:56:42,1770919001985,-5,12/02/2026 12:56:41,249979,6,questionnaire-qemh,,52673993,BLINDED,15132481,,complete,,698e0f46fbe01086af049ad5,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x864,1513x732,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Gender-quantised,2
4,1770919002317,12/02/2026 17:56:42,1770919001985,-5,12/02/2026 12:56:41,249979,6,questionnaire-qemh,,52673993,BLINDED,15132481,,complete,,698e0f46fbe01086af049ad5,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x864,1513x732,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Gender-text,
5,1770919002317,12/02/2026 17:56:42,1770919001985,-5,12/02/2026 12:56:41,249979,6,questionnaire-qemh,,52673993,BLINDED,15132481,,complete,,698e0f46fbe01086af049ad5,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x864,1513x732,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Age,44
6,1770919002317,12/02/2026 17:56:42,1770919001985,-5,12/02/2026 12:56:41,249979,6,questionnaire-qemh,,52673993,BLINDED,15132481,,complete,,698e0f46fbe01086af049ad5,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x864,1513x732,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-arab-text,
7,1770919002317,12/02/2026 17:56:42,1770919001985,-5,12/02/2026 12:56:41,249979,6,questionnaire-qemh,,52673993,BLINDED,15132481,,complete,,698e0f46fbe01086af049ad5,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x864,1513x732,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-asian-text,
8,1770919002317,12/02/2026 17:56:42,1770919001985,-5,12/02/2026 12:56:41,249979,6,questionnaire-qemh,,52673993,BLINDED,15132481,,complete,,698e0f46fbe01086af049ad5,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x864,1513x732,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-black-text,
9,1770919002317,12/02/2026 17:56:42,1770919001986,-5,12/02/2026 12:56:41,249979,6,questionnaire-qemh,,52673993,BLINDED,15132481,,complete,,698e0f46fbe01086af049ad5,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x864,1513x732,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-multiple-text,
10,1770919002317,12/02/2026 17:56:42,1770919001986,-5,12/02/2026 12:56:41,249979,6,questionnaire-qemh,,52673993,BLINDED,15132481,,complete,,698e0f46fbe01086af049ad5,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x864,1513x732,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-white,"In another way (specify, if you wish)."
11,1770919002317,12/02/2026 17:56:42,1770919001986,-5,12/02/2026 12:56:41,249979,6,questionnaire-qemh,,52673993,BLINDED,15132481,,complete,,698e0f46fbe01086af049ad5,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x864,1513x732,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-white-text,American
12,1770919002317,12/02/2026 17:56:42,1770919001986,-5,12/02/2026 12:56:41,249979,6,questionnaire-qemh,,52673993,BLINDED,15132481,,complete,,698e0f46fbe01086af049ad5,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x864,1513x732,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-another-text,
13,1770919002317,12/02/2026 17:56:42,1770919001986,-5,12/02/2026 12:56:41,249979,6,questionnaire-qemh,,52673993,BLINDED,15132481,,complete,,698e0f46fbe01086af049ad5,computer,Desktop or Laptop,Windows 10,Edge 144.0.0.0,1536x864,1513x732,,,,Generic Demographics,3,J_YES,2,consentProvided,No,END QUESTIONNAIRE,28290
1,1770919437044,12/02/2026 18:03:57,1770919450769,-5,12/02/2026 13:04:10,249979,6,questionnaire-qemh,,52674402,BLINDED,15132486,,complete,,698e0d51e300501eaa785176,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1536x738,,,,Generic Demographics,3,J_YES,2,consentProvided,No,BEGIN QUESTIONNAIRE,
2,1770919462254,12/02/2026 18:04:22,1770919476012,-5,12/02/2026 13:04:36,249979,6,questionnaire-qemh,,52674402,BLINDED,15132486,,complete,,698e0d51e300501eaa785176,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x738,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Gender,Woman
3,1770919462476,12/02/2026 18:04:22,1770919476014,-5,12/02/2026 13:04:36,249979,6,questionnaire-qemh,,52674402,BLINDED,15132486,,complete,,698e0d51e300501eaa785176,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x738,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Gender-quantised,1
4,1770919462476,12/02/2026 18:04:22,1770919476014,-5,12/02/2026 13:04:36,249979,6,questionnaire-qemh,,52674402,BLINDED,15132486,,complete,,698e0d51e300501eaa785176,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x738,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Gender-text,
5,1770919462476,12/02/2026 18:04:22,1770919476014,-5,12/02/2026 13:04:36,249979,6,questionnaire-qemh,,52674402,BLINDED,15132486,,complete,,698e0d51e300501eaa785176,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x738,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Age,37
6,1770919462476,12/02/2026 18:04:22,1770919476014,-5,12/02/2026 13:04:36,249979,6,questionnaire-qemh,,52674402,BLINDED,15132486,,complete,,698e0d51e300501eaa785176,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x738,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-arab-text,
7,1770919462476,12/02/2026 18:04:22,1770919476014,-5,12/02/2026 13:04:36,249979,6,questionnaire-qemh,,52674402,BLINDED,15132486,,complete,,698e0d51e300501eaa785176,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x738,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-asian-text,
8,1770919462476,12/02/2026 18:04:22,1770919476014,-5,12/02/2026 13:04:36,249979,6,questionnaire-qemh,,52674402,BLINDED,15132486,,complete,,698e0d51e300501eaa785176,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x738,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-black-text,
9,1770919462476,12/02/2026 18:04:22,1770919476015,-5,12/02/2026 13:04:36,249979,6,questionnaire-qemh,,52674402,BLINDED,15132486,,complete,,698e0d51e300501eaa785176,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x738,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-multiple-text,
10,1770919462476,12/02/2026 18:04:22,1770919476015,-5,12/02/2026 13:04:36,249979,6,questionnaire-qemh,,52674402,BLINDED,15132486,,complete,,698e0d51e300501eaa785176,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x738,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-white-text,
11,1770919462476,12/02/2026 18:04:22,1770919476015,-5,12/02/2026 13:04:36,249979,6,questionnaire-qemh,,52674402,BLINDED,15132486,,complete,,698e0d51e300501eaa785176,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x738,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-prefNo,Prefer not to say
12,1770919462476,12/02/2026 18:04:22,1770919476015,-5,12/02/2026 13:04:36,249979,6,questionnaire-qemh,,52674402,BLINDED,15132486,,complete,,698e0d51e300501eaa785176,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x738,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-prefNo-quantised,1
13,1770919462476,12/02/2026 18:04:22,1770919476015,-5,12/02/2026 13:04:36,249979,6,questionnaire-qemh,,52674402,BLINDED,15132486,,complete,,698e0d51e300501eaa785176,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x738,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-another-text,
14,1770919462476,12/02/2026 18:04:22,1770919476015,-5,12/02/2026 13:04:36,249979,6,questionnaire-qemh,,52674402,BLINDED,15132486,,complete,,698e0d51e300501eaa785176,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x738,,,,Generic Demographics,3,J_YES,2,consentProvided,No,END QUESTIONNAIRE,25246
1,1770919457582,12/02/2026 18:04:17,1770919457371,-7,12/02/2026 11:04:17,249979,6,questionnaire-qemh,,52674418,BLINDED,15132540,,complete,,698e0fbdda2c7ae8bd17a307,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 144.0.0.0,1440x900,1440x812,,,,Generic Demographics,3,J_YES,1,consentProvided,No,BEGIN QUESTIONNAIRE,
2,1770919474940,12/02/2026 18:04:34,1770919474754,-7,12/02/2026 11:04:34,249979,6,questionnaire-qemh,,52674418,BLINDED,15132540,,complete,,698e0fbdda2c7ae8bd17a307,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 144.0.0.0,1440x900,1425x812,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Gender,Prefer Not To Say
3,1770919475244,12/02/2026 18:04:35,1770919474756,-7,12/02/2026 11:04:34,249979,6,questionnaire-qemh,,52674418,BLINDED,15132540,,complete,,698e0fbdda2c7ae8bd17a307,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 144.0.0.0,1440x900,1425x812,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Gender-quantised,4
4,1770919475244,12/02/2026 18:04:35,1770919474756,-7,12/02/2026 11:04:34,249979,6,questionnaire-qemh,,52674418,BLINDED,15132540,,complete,,698e0fbdda2c7ae8bd17a307,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 144.0.0.0,1440x900,1425x812,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Gender-text,
5,1770919475244,12/02/2026 18:04:35,1770919474756,-7,12/02/2026 11:04:34,249979,6,questionnaire-qemh,,52674418,BLINDED,15132540,,complete,,698e0fbdda2c7ae8bd17a307,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 144.0.0.0,1440x900,1425x812,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Age,45
6,1770919475244,12/02/2026 18:04:35,1770919474756,-7,12/02/2026 11:04:34,249979,6,questionnaire-qemh,,52674418,BLINDED,15132540,,complete,,698e0fbdda2c7ae8bd17a307,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 144.0.0.0,1440x900,1425x812,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-arab-text,
7,1770919475244,12/02/2026 18:04:35,1770919474756,-7,12/02/2026 11:04:34,249979,6,questionnaire-qemh,,52674418,BLINDED,15132540,,complete,,698e0fbdda2c7ae8bd17a307,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 144.0.0.0,1440x900,1425x812,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-asian-text,
8,1770919475244,12/02/2026 18:04:35,1770919474756,-7,12/02/2026 11:04:34,249979,6,questionnaire-qemh,,52674418,BLINDED,15132540,,complete,,698e0fbdda2c7ae8bd17a307,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 144.0.0.0,1440x900,1425x812,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-black-text,
9,1770919475244,12/02/2026 18:04:35,1770919474756,-7,12/02/2026 11:04:34,249979,6,questionnaire-qemh,,52674418,BLINDED,15132540,,complete,,698e0fbdda2c7ae8bd17a307,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 144.0.0.0,1440x900,1425x812,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-multiple-text,
10,1770919475244,12/02/2026 18:04:35,1770919474757,-7,12/02/2026 11:04:34,249979,6,questionnaire-qemh,,52674418,BLINDED,15132540,,complete,,698e0fbdda2c7ae8bd17a307,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 144.0.0.0,1440x900,1425x812,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-white-text,
11,1770919475244,12/02/2026 18:04:35,1770919474757,-7,12/02/2026 11:04:34,249979,6,questionnaire-qemh,,52674418,BLINDED,15132540,,complete,,698e0fbdda2c7ae8bd17a307,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 144.0.0.0,1440x900,1425x812,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-prefNo,Prefer not to say
12,1770919475244,12/02/2026 18:04:35,1770919474757,-7,12/02/2026 11:04:34,249979,6,questionnaire-qemh,,52674418,BLINDED,15132540,,complete,,698e0fbdda2c7ae8bd17a307,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 144.0.0.0,1440x900,1425x812,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-prefNo-quantised,1
13,1770919475244,12/02/2026 18:04:35,1770919474757,-7,12/02/2026 11:04:34,249979,6,questionnaire-qemh,,52674418,BLINDED,15132540,,complete,,698e0fbdda2c7ae8bd17a307,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 144.0.0.0,1440x900,1425x812,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-another-text,
14,1770919475244,12/02/2026 18:04:35,1770919474757,-7,12/02/2026 11:04:34,249979,6,questionnaire-qemh,,52674418,BLINDED,15132540,,complete,,698e0fbdda2c7ae8bd17a307,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 144.0.0.0,1440x900,1425x812,,,,Generic Demographics,3,J_YES,1,consentProvided,No,END QUESTIONNAIRE,17386
1,1770919249406,12/02/2026 18:00:49,1770919248979,-5,12/02/2026 13:00:48,249979,6,questionnaire-qemh,,52674233,BLINDED,15132574,,complete,,698e103434ea9091f1698b0e,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1097x525,,,,Generic Demographics,3,F_YES,2,consentProvided,No,BEGIN QUESTIONNAIRE,
2,1770919291883,12/02/2026 18:01:31,1770919291472,-5,12/02/2026 13:01:31,249979,6,questionnaire-qemh,,52674233,BLINDED,15132574,,complete,,698e103434ea9091f1698b0e,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1088x525,,,,Generic Demographics,3,F_YES,2,consentProvided,No,Gender,Man
3,1770919292018,12/02/2026 18:01:32,1770919291473,-5,12/02/2026 13:01:31,249979,6,questionnaire-qemh,,52674233,BLINDED,15132574,,complete,,698e103434ea9091f1698b0e,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1088x525,,,,Generic Demographics,3,F_YES,2,consentProvided,No,Gender-quantised,2
4,1770919292018,12/02/2026 18:01:32,1770919291473,-5,12/02/2026 13:01:31,249979,6,questionnaire-qemh,,52674233,BLINDED,15132574,,complete,,698e103434ea9091f1698b0e,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1088x525,,,,Generic Demographics,3,F_YES,2,consentProvided,No,Gender-text,
5,1770919292018,12/02/2026 18:01:32,1770919291473,-5,12/02/2026 13:01:31,249979,6,questionnaire-qemh,,52674233,BLINDED,15132574,,complete,,698e103434ea9091f1698b0e,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1088x525,,,,Generic Demographics,3,F_YES,2,consentProvided,No,Age,40
6,1770919292018,12/02/2026 18:01:32,1770919291474,-5,12/02/2026 13:01:31,249979,6,questionnaire-qemh,,52674233,BLINDED,15132574,,complete,,698e103434ea9091f1698b0e,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1088x525,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-arab,"In another way (specify, if you wish)."
7,1770919292018,12/02/2026 18:01:32,1770919291474,-5,12/02/2026 13:01:31,249979,6,questionnaire-qemh,,52674233,BLINDED,15132574,,complete,,698e103434ea9091f1698b0e,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1088x525,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-arab-text,
8,1770919292018,12/02/2026 18:01:32,1770919291474,-5,12/02/2026 13:01:31,249979,6,questionnaire-qemh,,52674233,BLINDED,15132574,,complete,,698e103434ea9091f1698b0e,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1088x525,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-asian,"In another way (specify, if you wish)."
9,1770919292018,12/02/2026 18:01:32,1770919291474,-5,12/02/2026 13:01:31,249979,6,questionnaire-qemh,,52674233,BLINDED,15132574,,complete,,698e103434ea9091f1698b0e,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1088x525,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-asian-text,
10,1770919292018,12/02/2026 18:01:32,1770919291474,-5,12/02/2026 13:01:31,249979,6,questionnaire-qemh,,52674233,BLINDED,15132574,,complete,,698e103434ea9091f1698b0e,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1088x525,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-black-text,
11,1770919292018,12/02/2026 18:01:32,1770919291474,-5,12/02/2026 13:01:31,249979,6,questionnaire-qemh,,52674233,BLINDED,15132574,,complete,,698e103434ea9091f1698b0e,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1088x525,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-multiple-text,
12,1770919292018,12/02/2026 18:01:32,1770919291474,-5,12/02/2026 13:01:31,249979,6,questionnaire-qemh,,52674233,BLINDED,15132574,,complete,,698e103434ea9091f1698b0e,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1088x525,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-white,British or English or Scottish or Welsh or Northern Irish
13,1770919292018,12/02/2026 18:01:32,1770919291475,-5,12/02/2026 13:01:31,249979,6,questionnaire-qemh,,52674233,BLINDED,15132574,,complete,,698e103434ea9091f1698b0e,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1088x525,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-white-quantised,1
14,1770919292018,12/02/2026 18:01:32,1770919291475,-5,12/02/2026 13:01:31,249979,6,questionnaire-qemh,,52674233,BLINDED,15132574,,complete,,698e103434ea9091f1698b0e,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1088x525,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-white-text,
15,1770919292018,12/02/2026 18:01:32,1770919291475,-5,12/02/2026 13:01:31,249979,6,questionnaire-qemh,,52674233,BLINDED,15132574,,complete,,698e103434ea9091f1698b0e,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1088x525,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-another-text,
16,1770919292018,12/02/2026 18:01:32,1770919291475,-5,12/02/2026 13:01:31,249979,6,questionnaire-qemh,,52674233,BLINDED,15132574,,complete,,698e103434ea9091f1698b0e,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1920x1080,1088x525,,,,Generic Demographics,3,F_YES,2,consentProvided,No,END QUESTIONNAIRE,42496
1,1770919469143,12/02/2026 18:04:29,1770919468871,-6,12/02/2026 12:04:28,249979,6,questionnaire-qemh,,52674432,BLINDED,15132588,,complete,,698e105211e96b500f6f5ea2,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1536x703,,,,Generic Demographics,3,F_YES,2,consentProvided,No,BEGIN QUESTIONNAIRE,
2,1770919501688,12/02/2026 18:05:01,1770919501443,-6,12/02/2026 12:05:01,249979,6,questionnaire-qemh,,52674432,BLINDED,15132588,,complete,,698e105211e96b500f6f5ea2,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x703,,,,Generic Demographics,3,F_YES,2,consentProvided,No,Gender,Woman
3,1770919501836,12/02/2026 18:05:01,1770919501445,-6,12/02/2026 12:05:01,249979,6,questionnaire-qemh,,52674432,BLINDED,15132588,,complete,,698e105211e96b500f6f5ea2,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x703,,,,Generic Demographics,3,F_YES,2,consentProvided,No,Gender-quantised,1
4,1770919501836,12/02/2026 18:05:01,1770919501446,-6,12/02/2026 12:05:01,249979,6,questionnaire-qemh,,52674432,BLINDED,15132588,,complete,,698e105211e96b500f6f5ea2,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x703,,,,Generic Demographics,3,F_YES,2,consentProvided,No,Gender-text,
5,1770919501836,12/02/2026 18:05:01,1770919501446,-6,12/02/2026 12:05:01,249979,6,questionnaire-qemh,,52674432,BLINDED,15132588,,complete,,698e105211e96b500f6f5ea2,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x703,,,,Generic Demographics,3,F_YES,2,consentProvided,No,Age,64
6,1770919501836,12/02/2026 18:05:01,1770919501446,-6,12/02/2026 12:05:01,249979,6,questionnaire-qemh,,52674432,BLINDED,15132588,,complete,,698e105211e96b500f6f5ea2,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x703,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-arab-text,
7,1770919501836,12/02/2026 18:05:01,1770919501446,-6,12/02/2026 12:05:01,249979,6,questionnaire-qemh,,52674432,BLINDED,15132588,,complete,,698e105211e96b500f6f5ea2,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x703,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-asian-text,
8,1770919501836,12/02/2026 18:05:01,1770919501447,-6,12/02/2026 12:05:01,249979,6,questionnaire-qemh,,52674432,BLINDED,15132588,,complete,,698e105211e96b500f6f5ea2,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x703,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-black-text,
9,1770919501836,12/02/2026 18:05:01,1770919501447,-6,12/02/2026 12:05:01,249979,6,questionnaire-qemh,,52674432,BLINDED,15132588,,complete,,698e105211e96b500f6f5ea2,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x703,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-multiple-text,
10,1770919501836,12/02/2026 18:05:01,1770919501447,-6,12/02/2026 12:05:01,249979,6,questionnaire-qemh,,52674432,BLINDED,15132588,,complete,,698e105211e96b500f6f5ea2,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x703,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-white,British or English or Scottish or Welsh or Northern Irish
11,1770919501836,12/02/2026 18:05:01,1770919501448,-6,12/02/2026 12:05:01,249979,6,questionnaire-qemh,,52674432,BLINDED,15132588,,complete,,698e105211e96b500f6f5ea2,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x703,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-white-quantised,1
12,1770919501836,12/02/2026 18:05:01,1770919501448,-6,12/02/2026 12:05:01,249979,6,questionnaire-qemh,,52674432,BLINDED,15132588,,complete,,698e105211e96b500f6f5ea2,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x703,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-white-text,
13,1770919501836,12/02/2026 18:05:01,1770919501448,-6,12/02/2026 12:05:01,249979,6,questionnaire-qemh,,52674432,BLINDED,15132588,,complete,,698e105211e96b500f6f5ea2,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x703,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-another-text,
14,1770919501836,12/02/2026 18:05:01,1770919501448,-6,12/02/2026 12:05:01,249979,6,questionnaire-qemh,,52674432,BLINDED,15132588,,complete,,698e105211e96b500f6f5ea2,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1521x703,,,,Generic Demographics,3,F_YES,2,consentProvided,No,END QUESTIONNAIRE,32577
1,1770919160151,12/02/2026 17:59:20,1770919166697,-5,12/02/2026 12:59:26,249979,6,questionnaire-qemh,,52674148,BLINDED,15132593,,complete,,698e1037c1fbc02cff730ec4,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1536x864,1536x742,,,,Generic Demographics,3,J_YES,1,consentProvided,No,BEGIN QUESTIONNAIRE,
